episode_key,step_id,label_episode_success,t_onset,online_failure_label,score,fold_threshold,fold_id,horizon,ablation,risk_group
open_drawer/condition_0000,21,0,22,1,0.46962191457662106,0.6411843910495859,1,5,A0_action_magnitude_proxy,failure_h_window
open_drawer/condition_0001,0,1,,0,0.341056874718989,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,1,1,,0,0.3409140342970219,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,2,1,,0,0.6459099706619048,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,3,1,,0,0.37445172197324944,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,4,1,,0,0.35549605448357785,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,5,1,,0,0.39750273907340017,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,6,1,,0,0.39750273907340017,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,7,1,,0,0.41184919588423696,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,8,1,,0,0.42468698007915673,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,9,1,,0,0.44423579169609806,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,10,1,,0,0.46543857576012415,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,11,1,,0,0.49421023222785915,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,12,1,,0,0.5292492625327104,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,13,1,,0,0.5372236910119846,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,14,1,,0,0.5179290927680658,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,15,1,,0,0.5639055852591476,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,16,1,,0,0.6440593085507215,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,17,1,,0,0.5317694603499759,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,18,1,,0,0.3280654612066687,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,19,1,,0,0.376076467225799,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,20,1,,0,0.42441253696472353,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,21,1,,0,0.531759556002986,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0001,22,1,,0,0.49537423983110956,0.7381293544288278,0,5,A0_action_magnitude_proxy,success
open_drawer/condition_0002,0,0,96,0,0.38040010264043306,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,1,0,96,0,0.38040010264043306,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,2,0,96,0,0.6461579048178272,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,3,0,96,0,0.3409140342970219,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,4,0,96,0,0.6133898028454076,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,5,0,96,0,0.6471426489145419,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,6,0,96,0,0.3640350562057788,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,7,0,96,0,0.34831513380118945,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,8,0,96,0,0.3673317968380364,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,9,0,96,0,0.35138892032240426,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,10,0,96,0,0.414403283942314,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,11,0,96,0,0.539325527778898,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,12,0,96,0,0.5090370558114409,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,13,0,96,0,0.44423579169609806,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,14,0,96,0,0.5476568459339156,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,15,0,96,0,0.5376195402042375,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,16,0,96,0,0.5496806500351029,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,17,0,96,0,0.5588481153296084,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,18,0,96,0,0.5877610599756015,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,19,0,96,0,0.5668362316812445,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,20,0,96,0,0.599455534246732,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,21,0,96,0,0.6096858220114472,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,22,0,96,0,0.6034614737763779,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,23,0,96,0,0.604622795184381,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,24,0,96,0,0.5779749609113383,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,25,0,96,0,0.6463972606654924,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,26,0,96,0,0.6419865408235056,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,27,0,96,0,0.6096858220114472,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,28,0,96,0,0.6034614737763779,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,29,0,96,0,0.6116248680600681,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,30,0,96,0,0.6397580853554774,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,31,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,32,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,33,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,34,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,35,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,36,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,37,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,38,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,39,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,40,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,41,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,42,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,43,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,44,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,45,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,46,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,47,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,48,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,49,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,50,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,51,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,52,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,53,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,54,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,55,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,56,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,57,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,58,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,59,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,60,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,61,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,62,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,63,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,64,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,65,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,66,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,67,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,68,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,69,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,70,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,71,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,72,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,73,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,74,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,75,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,76,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,77,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,78,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,79,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,80,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,81,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,82,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,83,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,84,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,85,0,96,0,0.6718509498662069,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,86,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,87,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,88,0,96,0,0.6839106033434323,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,89,0,96,0,0.14806472973411922,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,90,0,96,0,0.3657290686135887,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_pre_window
open_drawer/condition_0002,91,0,96,1,0.66452130253696,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_h_window
open_drawer/condition_0002,92,0,96,1,0.15325053662491872,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_h_window
open_drawer/condition_0002,93,0,96,1,0.6648812404895468,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_h_window
open_drawer/condition_0002,94,0,96,1,0.6831028629896402,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_h_window
open_drawer/condition_0002,95,0,96,1,0.6786447960939094,0.7381293544288278,0,5,A0_action_magnitude_proxy,failure_h_window
open_drawer/condition_0003,0,1,,0,0.4420259379037048,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,1,1,,0,0.4402452985583199,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,2,1,,0,0.44758798822784945,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,3,1,,0,0.4297634929229775,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,4,1,,0,0.45481373935642067,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,5,1,,0,0.45481373935642067,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,6,1,,0,0.45481373935642067,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,7,1,,0,0.45622878906252196,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,8,1,,0,0.45622878906252196,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,9,1,,0,0.4830058145589529,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,10,1,,0,0.4921070520384131,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,11,1,,0,0.49473841739135976,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,12,1,,0,0.5145888222803372,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,13,1,,0,0.5323790123580547,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,14,1,,0,0.5463414398268629,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,15,1,,0,0.46654069249418195,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,16,1,,0,0.34412572440670447,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0003,17,1,,0,0.5561730312495852,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,0,1,,0,0.5492437340939403,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,1,1,,0,0.5492437340939403,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,2,1,,0,0.429059392228302,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,3,1,,0,0.429059392228302,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,4,1,,0,0.46556876562690336,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,5,1,,0,0.4402452985583199,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,6,1,,0,0.45648031934092587,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,7,1,,0,0.4515104350068785,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,8,1,,0,0.43790297088502544,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,9,1,,0,0.4458491910223474,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,10,1,,0,0.4712546979257678,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,11,1,,0,0.4921070520384131,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,12,1,,0,0.489631160114941,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,13,1,,0,0.5032289684420888,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,14,1,,0,0.5211086505903118,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,15,1,,0,0.5284421877655842,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,16,1,,0,0.5344957965105211,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,17,1,,0,0.46654069249418195,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,18,1,,0,0.4371372200156721,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,19,1,,0,0.4437881986755133,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0004,20,1,,0,0.4156185837686025,inf,4,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,0,1,,0,0.574051900117732,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,1,1,,0,0.5757950888593166,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,2,1,,0,0.574715807352843,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,3,1,,0,0.5757950888593166,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,4,1,,0,0.574051900117732,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,5,1,,0,0.5766346674627018,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,6,1,,0,0.34268387677157797,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,7,1,,0,0.34273523227073704,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,8,1,,0,0.3427890886960493,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,9,1,,0,0.3376346306105086,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,10,1,,0,0.439355638144884,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,11,1,,0,0.43742132519961835,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,12,1,,0,0.4183503783103004,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,13,1,,0,0.4183503783103004,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,14,1,,0,0.46844377592780106,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,15,1,,0,0.45002053581128004,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,16,1,,0,0.4956719587446343,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,17,1,,0,0.4994781746435741,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,18,1,,0,0.5073693354481789,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,19,1,,0,0.5200161268715064,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,20,1,,0,0.541942523443212,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,21,1,,0,0.5350422378146092,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,22,1,,0,0.5350422378146092,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,23,1,,0,0.5440211826928962,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,24,1,,0,0.5433716474152054,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,25,1,,0,0.5440211826928962,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,26,1,,0,0.5440211826928962,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,27,1,,0,0.5471232282105819,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,28,1,,0,0.5631446606019831,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,29,1,,0,0.41355473821867134,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,30,1,,0,0.2356004567116295,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,31,1,,0,0.2723005893110143,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,32,1,,0,0.5749943208818624,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,33,1,,0,0.42524798913339124,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0005,34,1,,0,0.4285719969195185,0.656033610605084,2,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,0,1,,0,0.4228182808181009,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,1,1,,0,0.39964391155784784,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,2,1,,0,0.42230757994295115,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,3,1,,0,0.4412730754927914,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,4,1,,0,0.44311938014941854,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,5,1,,0,0.4230586877721472,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,6,1,,0,0.37665536755357637,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,7,1,,0,0.41703733896178113,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,8,1,,0,0.4592237064855398,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,9,1,,0,0.47364220425217407,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,10,1,,0,0.45047754914493315,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,11,1,,0,0.521075764877885,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,12,1,,0,0.5255812997178498,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,13,1,,0,0.5578075143615295,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,14,1,,0,0.5279071320254312,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,15,1,,0,0.5463096515451707,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,16,1,,0,0.5463096515451707,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,17,1,,0,0.5469350388649844,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
open_drawer/condition_0006,18,1,,0,0.5469350388649844,0.6636749803692711,3,5,A0_action_magnitude_proxy,success
